x; y; z; voidRatio; porePressure;
   43.789;    42.789;     0.000; 0.2999956;     71122.78;
   43.789;    42.211;     0.000; 0.2999959;     76766.93;
   43.211;    41.789;     0.000; 0.2999960;     80875.23;
   43.211;    41.211;     0.000; 0.2999961;     86520.48;
   43.789;    41.789;     0.000; 0.2999960;     80898.66;
   43.789;    41.211;     0.000; 0.2999960;     86542.63;
   43.211;    40.789;     0.000; 0.2999961;     90653.38;
   43.211;    40.211;     0.000; 0.2999960;     96299.44;
   43.789;    40.789;     0.000; 0.2999961;     90674.60;
   43.789;    40.211;     0.000; 0.2999960;     96319.37;
   43.211;    39.789;     0.000; 0.2999960;    100433.11;
   43.211;    39.211;     0.000; 0.2999959;    106080.45;
   43.789;    39.789;     0.000; 0.2999960;    100452.12;
   43.789;    39.211;     0.000; 0.2999958;    106098.22;
   43.211;    38.789;     0.000; 0.2999958;    110215.16;
   43.211;    38.211;     0.000; 0.2999956;    115864.03;
   43.789;    38.789;     0.000; 0.2999958;    110232.04;
   43.789;    38.211;     0.000; 0.2999956;    115879.73;
   43.211;    37.789;     0.000; 0.2999955;    119999.87;
   43.211;    37.211;     0.000; 0.2999954;    125650.34;
   43.789;    37.789;     0.000; 0.2999955;    120014.72;
   43.789;    37.211;     0.000; 0.2999953;    125664.06;
   43.211;    36.789;     0.000; 0.2999953;    129787.34;
   43.211;    36.211;     0.000; 0.2999951;    135439.36;
   43.789;    36.789;     0.000; 0.2999952;    129800.25;
   43.789;    36.211;     0.000; 0.2999950;    135451.20;
   43.211;    35.789;     0.000; 0.2999950;    139577.48;
   43.211;    35.211;     0.000; 0.2999948;    145230.99;
   43.789;    35.789;     0.000; 0.2999949;    139588.54;
   43.789;    35.211;     0.000; 0.2999947;    145241.02;
   43.211;    34.789;     0.000; 0.2999947;    149370.16;
   43.211;    34.211;     0.000; 0.2999945;    155025.04;
   43.789;    34.789;     0.000; 0.2999946;    149379.43;
   43.789;    34.211;     0.000; 0.2999944;    155033.31;
   43.211;    33.789;     0.000; 0.2999944;    159165.16;
   43.211;    33.211;     0.000; 0.2999942;    164821.29;
   43.789;    33.789;     0.000; 0.2999943;    159172.70;
   43.789;    33.211;     0.000; 0.2999941;    164827.84;
   43.211;    32.789;     0.000; 0.2999941;    168962.27;
   43.211;    32.211;     0.000; 0.2999940;    174619.50;
   43.789;    32.789;     0.000; 0.2999940;    168968.11;
   43.789;    32.211;     0.000; 0.2999938;    174624.36;
   43.211;    31.789;     0.000; 0.2999938;    178761.21;
   43.211;    31.211;     0.000; 0.2999937;    184419.37;
   43.789;    31.789;     0.000; 0.2999937;    178765.38;
   43.789;    31.211;     0.000; 0.2999935;    184422.59;
   43.211;    30.789;     0.000; 0.2999936;    188561.70;
   43.211;    30.211;     0.000; 0.2999934;    194220.61;
   43.789;    30.789;     0.000; 0.2999934;    188564.24;
   43.789;    30.211;     0.000; 0.2999933;    194222.24;
   43.211;    29.789;     0.000; 0.2999933;    198363.43;
   43.211;    29.211;     0.000; 0.2999932;    204022.91;
   43.789;    29.789;     0.000; 0.2999931;    198364.40;
   43.789;    29.211;     0.000; 0.2999930;    204023.01;
   43.211;    28.789;     0.000; 0.2999930;    208166.07;
   43.211;    28.211;     0.000; 0.2999929;    213825.92;
   43.789;    28.789;     0.000; 0.2999928;    208165.56;
   43.789;    28.211;     0.000; 0.2999927;    213824.61;
   43.211;    27.789;     0.000; 0.2999928;    217969.28;
   43.211;    27.211;     0.000; 0.2999926;    223629.32;
   43.789;    27.789;     0.000; 0.2999925;    217967.42;
   43.789;    27.211;     0.000; 0.2999923;    223626.73;
   43.211;    26.789;     0.000; 0.2999925;    227772.76;
   43.211;    26.211;     0.000; 0.2999923;    233432.81;
   43.789;    26.789;     0.000; 0.2999922;    227769.68;
   43.789;    26.211;     0.000; 0.2999920;    233429.11;
   43.211;    25.789;     0.000; 0.2999921;    237576.21;
   43.211;    25.211;     0.000; 0.2999919;    243236.12;
   43.789;    25.789;     0.000; 0.2999919;    237572.10;
   43.789;    25.211;     0.000; 0.2999917;    243231.51;
   44.211;    49.789;     0.000; 0.2999524;      2124.38;
   44.211;    49.211;     0.000; 0.2999624;      7928.31;
   44.789;    49.789;     0.000; 0.2999502;      2127.01;
   44.789;    49.211;     0.000; 0.2999606;      7938.12;
   44.211;    48.789;     0.000; 0.2999685;     12154.78;
   44.211;    48.211;     0.000; 0.2999751;     17897.77;
   44.789;    48.789;     0.000; 0.2999670;     12168.77;
   44.789;    48.211;     0.000; 0.2999740;     17916.01;
   44.211;    47.789;     0.000; 0.2999792;     22087.02;
   44.211;    47.211;     0.000; 0.2999835;     27789.26;
   44.789;    47.789;     0.000; 0.2999782;     22107.62;
   44.789;    47.211;     0.000; 0.2999827;     27812.07;
   44.211;    46.789;     0.000; 0.2999861;     31953.95;
   44.211;    46.211;     0.000; 0.2999888;     37629.85;
   44.789;    46.789;     0.000; 0.2999855;     31977.88;
   44.789;    46.211;     0.000; 0.2999884;     37654.63;
   44.211;    45.789;     0.000; 0.2999905;     41778.95;
   44.211;    45.211;     0.000; 0.2999922;     47438.59;
   44.789;    45.789;     0.000; 0.2999901;     41804.02;
   44.789;    45.211;     0.000; 0.2999919;     47463.62;
   44.211;    44.789;     0.000; 0.2999932;     51578.29;
   44.211;    44.211;     0.000; 0.2999942;     57228.51;
   44.789;    44.789;     0.000; 0.2999929;     51603.09;
   44.789;    44.211;     0.000; 0.2999940;     57252.74;
   44.211;    43.789;     0.000; 0.2999947;     61362.97;
   44.211;    43.211;     0.000; 0.2999953;     67008.30;
   44.789;    43.789;     0.000; 0.2999946;     61386.66;
   44.789;    43.211;     0.000; 0.2999951;     67031.10;
   44.211;    42.789;     0.000; 0.2999956;     71140.23;
   44.211;    42.211;     0.000; 0.2999958;     76783.55;
   44.789;    42.789;     0.000; 0.2999955;     71162.33;
   44.789;    42.211;     0.000; 0.2999957;     76804.62;
   44.211;    41.789;     0.000; 0.2999959;     80914.67;
   44.211;    41.211;     0.000; 0.2999960;     86557.76;
   44.789;    41.789;     0.000; 0.2999959;     80934.96;
   44.789;    41.211;     0.000; 0.2999960;     86576.96;
   44.211;    40.789;     0.000; 0.2999960;     90689.09;
   44.211;    40.211;     0.000; 0.2999960;     96333.00;
   44.789;    40.789;     0.000; 0.2999960;     90707.49;
   44.789;    40.211;     0.000; 0.2999960;     96350.31;
   44.211;    39.789;     0.000; 0.2999959;    100465.12;
   44.211;    39.211;     0.000; 0.2999958;    106110.39;
   44.789;    39.789;     0.000; 0.2999959;    100481.65;
   44.789;    39.211;     0.000; 0.2999958;    106125.86;
   44.211;    38.789;     0.000; 0.2999957;    110243.61;
   44.211;    38.211;     0.000; 0.2999956;    115890.49;
   44.789;    38.789;     0.000; 0.2999957;    110258.33;
   44.789;    38.211;     0.000; 0.2999956;    115904.21;
   44.211;    37.789;     0.000; 0.2999955;    120024.92;
   44.211;    37.211;     0.000; 0.2999953;    125673.49;
   44.789;    37.789;     0.000; 0.2999955;    120037.92;
   44.789;    37.211;     0.000; 0.2999953;    125685.55;
   44.211;    36.789;     0.000; 0.2999952;    129809.14;
   44.211;    36.211;     0.000; 0.2999950;    135459.37;
   44.789;    36.789;     0.000; 0.2999952;    129820.53;
   44.789;    36.211;     0.000; 0.2999950;    135469.86;
   44.211;    35.789;     0.000; 0.2999949;    139596.20;
   44.211;    35.211;     0.000; 0.2999947;    145247.98;
   44.789;    35.789;     0.000; 0.2999949;    139606.05;
   44.789;    35.211;     0.000; 0.2999947;    145256.99;
   44.211;    34.789;     0.000; 0.2999946;    149385.90;
   44.211;    34.211;     0.000; 0.2999944;    155039.12;
   44.789;    34.789;     0.000; 0.2999945;    149394.30;
   44.789;    34.211;     0.000; 0.2999944;    155046.72;
   44.211;    33.789;     0.000; 0.2999943;    159178.03;
   44.211;    33.211;     0.000; 0.2999941;    164832.53;
   44.789;    33.789;     0.000; 0.2999942;    159185.05;
   44.789;    33.211;     0.000; 0.2999940;    164838.78;
   44.211;    32.789;     0.000; 0.2999940;    168972.33;
   44.211;    32.211;     0.000; 0.2999938;    174627.96;
   44.789;    32.789;     0.000; 0.2999939;    168978.02;
   44.789;    32.211;     0.000; 0.2999937;    174632.92;
   44.211;    31.789;     0.000; 0.2999936;    178768.53;
   44.211;    31.211;     0.000; 0.2999935;    184425.13;
   44.789;    31.789;     0.000; 0.2999936;    178772.95;
   44.789;    31.211;     0.000; 0.2999934;    184428.84;
   44.211;    30.789;     0.000; 0.2999933;    188566.35;
   44.211;    30.211;     0.000; 0.2999932;    194223.76;
   44.789;    30.789;     0.000; 0.2999932;    188569.55;
   44.789;    30.211;     0.000; 0.2999931;    194226.28;
   44.211;    29.789;     0.000; 0.2999930;    198365.51;
   44.211;    29.211;     0.000; 0.2999928;    204023.56;
   44.789;    29.789;     0.000; 0.2999929;    198367.55;
   44.789;    29.211;     0.000; 0.2999927;    204024.96;
   44.211;    28.789;     0.000; 0.2999927;    208165.72;
   44.211;    28.211;     0.000; 0.2999925;    213824.26;
   44.789;    28.789;     0.000; 0.2999926;    208166.67;
   44.789;    28.211;     0.000; 0.2999924;    213824.61;
   44.211;    27.789;     0.000; 0.2999924;    217966.71;
   44.211;    27.211;     0.000; 0.2999922;    223625.56;
   44.789;    27.789;     0.000; 0.2999923;    217966.64;
   44.789;    27.211;     0.000; 0.2999921;    223624.95;
   44.211;    26.789;     0.000; 0.2999921;    227768.20;
   44.211;    26.211;     0.000; 0.2999919;    233427.22;
   44.789;    26.789;     0.000; 0.2999919;    227767.21;
   44.789;    26.211;     0.000; 0.2999917;    233425.76;
   44.211;    25.789;     0.000; 0.2999917;    237569.94;
   44.211;    25.211;     0.000; 0.2999915;    243229.01;
   44.789;    25.789;     0.000; 0.2999916;    237568.14;
   44.789;    25.211;     0.000; 0.2999914;    243226.79;
   45.211;    49.789;     0.000; 0.2999487;      2128.77;
   45.211;    49.211;     0.000; 0.2999595;      7944.68;
   45.789;    49.789;     0.000; 0.2999469;      2130.94;
   45.789;    49.211;     0.000; 0.2999580;      7952.78;
   45.211;    48.789;     0.000; 0.2999660;     12178.13;
   45.211;    48.211;     0.000; 0.2999732;     17928.21;
   45.789;    48.789;     0.000; 0.2999648;     12189.68;
   45.789;    48.211;     0.000; 0.2999723;     17943.28;
   45.211;    47.789;     0.000; 0.2999775;     22121.40;
   45.211;    47.211;     0.000; 0.2999822;     27827.33;
   45.789;    47.789;     0.000; 0.2999768;     22138.44;
   45.789;    47.211;     0.000; 0.2999816;     27846.21;
   45.211;    46.789;     0.000; 0.2999851;     31993.89;
   45.211;    46.211;     0.000; 0.2999880;     37671.21;
   45.789;    46.789;     0.000; 0.2999845;     32013.70;
   45.789;    46.211;     0.000; 0.2999877;     37691.74;
   45.211;    45.789;     0.000; 0.2999898;     41820.80;
   45.211;    45.211;     0.000; 0.2999917;     47480.39;
   45.789;    45.789;     0.000; 0.2999895;     41841.59;
   45.789;    45.211;     0.000; 0.2999914;     47501.15;
   45.211;    44.789;     0.000; 0.2999927;     51619.71;
   45.211;    44.211;     0.000; 0.2999938;     57268.97;
   45.789;    44.789;     0.000; 0.2999925;     51640.30;
   45.789;    44.211;     0.000; 0.2999937;     57289.10;
   45.211;    43.789;     0.000; 0.2999945;     61402.54;
   45.211;    43.211;     0.000; 0.2999951;     67046.40;
   45.789;    43.789;     0.000; 0.2999943;     61422.24;
   45.789;    43.211;     0.000; 0.2999950;     67065.37;
   45.211;    42.789;     0.000; 0.2999954;     71177.16;
   45.211;    42.211;     0.000; 0.2999957;     76818.75;
   45.789;    42.789;     0.000; 0.2999953;     71195.56;
   45.789;    42.211;     0.000; 0.2999956;     76836.30;
   45.211;    41.789;     0.000; 0.2999958;     80948.57;
   45.211;    41.211;     0.000; 0.2999959;     86589.84;
   45.789;    41.789;     0.000; 0.2999958;     80965.48;
   45.789;    41.211;     0.000; 0.2999959;     86605.85;
   45.211;    40.789;     0.000; 0.2999960;     90719.84;
   45.211;    40.211;     0.000; 0.2999959;     96361.93;
   45.789;    40.789;     0.000; 0.2999959;     90735.20;
   45.789;    40.211;     0.000; 0.2999959;     96376.39;
   45.211;    39.789;     0.000; 0.2999959;    100492.75;
   45.211;    39.211;     0.000; 0.2999958;    106136.26;
   45.789;    39.789;     0.000; 0.2999959;    100506.56;
   45.789;    39.211;     0.000; 0.2999958;    106149.21;
   45.211;    38.789;     0.000; 0.2999957;    110268.23;
   45.211;    38.211;     0.000; 0.2999956;    115913.45;
   45.789;    38.789;     0.000; 0.2999957;    110280.56;
   45.789;    38.211;     0.000; 0.2999956;    115924.95;
   45.211;    37.789;     0.000; 0.2999955;    120046.68;
   45.211;    37.211;     0.000; 0.2999953;    125693.68;
   45.789;    37.789;     0.000; 0.2999954;    120057.61;
   45.789;    37.211;     0.000; 0.2999953;    125703.84;
   45.211;    36.789;     0.000; 0.2999952;    129828.21;
   45.211;    36.211;     0.000; 0.2999950;    135476.96;
   45.789;    36.789;     0.000; 0.2999951;    129837.82;
   45.789;    36.211;     0.000; 0.2999950;    135485.84;
   45.211;    35.789;     0.000; 0.2999948;    139612.72;
   45.211;    35.211;     0.000; 0.2999947;    145263.11;
   45.789;    35.789;     0.000; 0.2999948;    139621.10;
   45.789;    35.211;     0.000; 0.2999946;    145270.80;
   45.211;    34.789;     0.000; 0.2999945;    149400.02;
   45.211;    34.211;     0.000; 0.2999943;    155051.90;
   45.789;    34.789;     0.000; 0.2999945;    149407.23;
   45.789;    34.211;     0.000; 0.2999943;    155058.48;
   45.211;    33.789;     0.000; 0.2999942;    159189.86;
   45.211;    33.211;     0.000; 0.2999940;    164843.09;
   45.789;    33.789;     0.000; 0.2999942;    159195.98;
   45.789;    33.211;     0.000; 0.2999940;    164848.61;
   45.211;    32.789;     0.000; 0.2999939;    168981.97;
   45.211;    32.211;     0.000; 0.2999937;    174636.38;
   45.789;    32.789;     0.000; 0.2999938;    168987.06;
   45.789;    32.211;     0.000; 0.2999936;    174640.90;
   45.211;    31.789;     0.000; 0.2999935;    178776.08;
   45.211;    31.211;     0.000; 0.2999933;    184431.51;
   45.789;    31.789;     0.000; 0.2999935;    178780.19;
   45.789;    31.211;     0.000; 0.2999933;    184435.08;
   45.211;    30.789;     0.000; 0.2999932;    188571.89;
   45.211;    30.211;     0.000; 0.2999930;    194228.19;
   45.789;    30.789;     0.000; 0.2999931;    188575.08;
   45.789;    30.211;     0.000; 0.2999929;    194230.87;
   45.211;    29.789;     0.000; 0.2999929;    198369.14;
   45.211;    29.211;     0.000; 0.2999927;    204026.15;
   45.789;    29.789;     0.000; 0.2999928;    198371.46;
   45.789;    29.211;     0.000; 0.2999926;    204027.98;
   45.211;    28.789;     0.000; 0.2999925;    208167.56;
   45.211;    28.211;     0.000; 0.2999923;    213825.12;
   45.789;    28.789;     0.000; 0.2999925;    208169.06;
   45.789;    28.211;     0.000; 0.2999923;    213826.16;
   45.211;    27.789;     0.000; 0.2999922;    217966.88;
   45.211;    27.211;     0.000; 0.2999920;    223624.85;
   45.789;    27.789;     0.000; 0.2999921;    217967.61;
   45.789;    27.211;     0.000; 0.2999919;    223625.16;
   45.211;    26.789;     0.000; 0.2999918;    227766.86;
   45.211;    26.211;     0.000; 0.2999916;    233425.09;
   45.789;    26.789;     0.000; 0.2999918;    227766.88;
   45.789;    26.211;     0.000; 0.2999916;    233424.73;
   45.211;    25.789;     0.000; 0.2999915;    237567.25;
   45.211;    25.211;     0.000; 0.2999913;    243225.62;
   45.789;    25.789;     0.000; 0.2999914;    237566.63;
   45.789;    25.211;     0.000; 0.2999912;    243224.66;
   46.211;    49.789;     0.000; 0.2999457;      2132.36;
   46.211;    49.211;     0.000; 0.2999571;      7958.07;
   46.789;    49.789;     0.000; 0.2999443;      2134.06;
   46.789;    49.211;     0.000; 0.2999559;      7964.41;
   46.211;    48.789;     0.000; 0.2999640;     12197.23;
   46.211;    48.211;     0.000; 0.2999716;     17953.13;
   46.789;    48.789;     0.000; 0.2999631;     12206.28;
   46.789;    48.211;     0.000; 0.2999709;     17964.94;
   46.211;    47.789;     0.000; 0.2999762;     22149.56;
   46.211;    47.211;     0.000; 0.2999812;     27858.54;
   46.789;    47.789;     0.000; 0.2999756;     22162.92;
   46.789;    47.211;     0.000; 0.2999807;     27873.35;
   46.211;    46.789;     0.000; 0.2999842;     32026.65;
   46.211;    46.211;     0.000; 0.2999874;     37705.15;
   46.789;    46.789;     0.000; 0.2999838;     32042.20;
   46.789;    46.211;     0.000; 0.2999871;     37721.27;
   46.211;    45.789;     0.000; 0.2999893;     41855.17;
   46.211;    45.211;     0.000; 0.2999913;     47514.73;
   46.789;    45.789;     0.000; 0.2999890;     41871.50;
   46.789;    45.211;     0.000; 0.2999911;     47531.06;
   46.211;    44.789;     0.000; 0.2999924;     51653.77;
   46.211;    44.211;     0.000; 0.2999936;     57302.27;
   46.789;    44.789;     0.000; 0.2999923;     51669.97;
   46.789;    44.211;     0.000; 0.2999935;     57318.11;
   46.211;    43.789;     0.000; 0.2999943;     61435.12;
   46.211;    43.211;     0.000; 0.2999949;     67077.79;
   46.789;    43.789;     0.000; 0.2999942;     61450.63;
   46.789;    43.211;     0.000; 0.2999948;     67092.73;
   46.211;    42.789;     0.000; 0.2999953;     71207.60;
   46.211;    42.211;     0.000; 0.2999956;     76847.79;
   46.789;    42.789;     0.000; 0.2999952;     71222.10;
   46.789;    42.211;     0.000; 0.2999956;     76861.62;
   46.211;    41.789;     0.000; 0.2999958;     80976.55;
   46.211;    41.211;     0.000; 0.2999959;     86616.34;
   46.789;    41.789;     0.000; 0.2999957;     80989.89;
   46.789;    41.211;     0.000; 0.2999958;     86628.98;
   46.211;    40.789;     0.000; 0.2999959;     90745.25;
   46.211;    40.211;     0.000; 0.2999959;     96385.86;
   46.789;    40.789;     0.000; 0.2999959;     90757.38;
   46.789;    40.211;     0.000; 0.2999959;     96397.29;
   46.211;    39.789;     0.000; 0.2999959;    100515.62;
   46.211;    39.211;     0.000; 0.2999958;    106157.70;
   46.789;    39.789;     0.000; 0.2999958;    100526.54;
   46.789;    39.211;     0.000; 0.2999958;    106167.95;
   46.211;    38.789;     0.000; 0.2999957;    110288.64;
   46.211;    38.211;     0.000; 0.2999955;    115932.51;
   46.789;    38.789;     0.000; 0.2999957;    110298.41;
   46.789;    38.211;     0.000; 0.2999955;    115941.63;
   46.211;    37.789;     0.000; 0.2999954;    120064.78;
   46.211;    37.211;     0.000; 0.2999953;    125710.51;
   46.789;    37.789;     0.000; 0.2999954;    120073.45;
   46.789;    37.211;     0.000; 0.2999953;    125718.58;
   46.211;    36.789;     0.000; 0.2999951;    129844.13;
   46.211;    36.211;     0.000; 0.2999950;    135491.69;
   46.789;    36.789;     0.000; 0.2999951;    129851.78;
   46.789;    36.211;     0.000; 0.2999949;    135498.77;
   46.211;    35.789;     0.000; 0.2999948;    139626.61;
   46.211;    35.211;     0.000; 0.2999946;    145275.87;
   46.789;    35.789;     0.000; 0.2999948;    139633.30;
   46.789;    35.211;     0.000; 0.2999946;    145282.04;
   46.211;    34.789;     0.000; 0.2999945;    149412.00;
   46.211;    34.211;     0.000; 0.2999943;    155062.83;
   46.789;    34.789;     0.000; 0.2999945;    149417.80;
   46.789;    34.211;     0.000; 0.2999943;    155068.14;
   46.211;    33.789;     0.000; 0.2999941;    159200.04;
   46.211;    33.211;     0.000; 0.2999940;    164852.28;
   46.789;    33.789;     0.000; 0.2999941;    159205.01;
   46.789;    33.211;     0.000; 0.2999939;    164856.79;
   46.211;    32.789;     0.000; 0.2999938;    168990.46;
   46.211;    32.211;     0.000; 0.2999936;    174643.94;
   46.789;    32.789;     0.000; 0.2999938;    168994.65;
   46.789;    32.211;     0.000; 0.2999936;    174647.70;
   46.211;    31.789;     0.000; 0.2999935;    178782.96;
   46.211;    31.211;     0.000; 0.2999933;    184437.51;
   46.789;    31.789;     0.000; 0.2999934;    178786.42;
   46.789;    31.211;     0.000; 0.2999932;    184440.57;
   46.211;    30.789;     0.000; 0.2999931;    188577.26;
   46.211;    30.211;     0.000; 0.2999929;    194232.72;
   46.789;    30.789;     0.000; 0.2999931;    188580.03;
   46.789;    30.211;     0.000; 0.2999929;    194235.11;
   46.211;    29.789;     0.000; 0.2999928;    198373.08;
   46.211;    29.211;     0.000; 0.2999926;    204029.30;
   46.789;    29.789;     0.000; 0.2999927;    198375.21;
   46.789;    29.211;     0.000; 0.2999925;    204031.07;
   46.211;    28.789;     0.000; 0.2999924;    208170.16;
   46.211;    28.211;     0.000; 0.2999922;    213826.98;
   46.789;    28.789;     0.000; 0.2999924;    208171.67;
   46.789;    28.211;     0.000; 0.2999922;    213828.16;
   46.211;    27.789;     0.000; 0.2999921;    217968.23;
   46.211;    27.211;     0.000; 0.2999919;    223625.51;
   46.789;    27.789;     0.000; 0.2999920;    217969.17;
   46.789;    27.211;     0.000; 0.2999918;    223626.15;
   46.211;    26.789;     0.000; 0.2999917;    227767.05;
   46.211;    26.211;     0.000; 0.2999915;    233424.65;
   46.789;    26.789;     0.000; 0.2999917;    227767.47;
   46.789;    26.211;     0.000; 0.2999915;    233424.79;
   46.211;    25.789;     0.000; 0.2999914;    237566.38;
   46.211;    25.211;     0.000; 0.2999912;    243224.19;
   46.789;    25.789;     0.000; 0.2999913;    237566.31;
   46.789;    25.211;     0.000; 0.2999911;    243223.85;
   47.211;    49.789;     0.000; 0.2999434;      2135.12;
   47.211;    49.211;     0.000; 0.2999552;      7968.39;
   47.789;    49.789;     0.000; 0.2999424;      2136.34;
   47.789;    49.211;     0.000; 0.2999544;      7972.94;
   47.211;    48.789;     0.000; 0.2999625;     12211.97;
   47.211;    48.211;     0.000; 0.2999704;     17972.37;
   47.789;    48.789;     0.000; 0.2999618;     12218.47;
   47.789;    48.211;     0.000; 0.2999699;     17980.85;
   47.211;    47.789;     0.000; 0.2999752;     22171.32;
   47.211;    47.211;     0.000; 0.2999804;     27882.67;
   47.789;    47.789;     0.000; 0.2999748;     22180.92;
   47.789;    47.211;     0.000; 0.2999801;     27893.31;
   47.211;    46.789;     0.000; 0.2999836;     32051.98;
   47.211;    46.211;     0.000; 0.2999869;     37731.42;
   47.789;    46.789;     0.000; 0.2999833;     32063.17;
   47.789;    46.211;     0.000; 0.2999867;     37743.02;
   47.211;    45.789;     0.000; 0.2999889;     41881.78;
   47.211;    45.211;     0.000; 0.2999909;     47541.34;
   47.789;    45.789;     0.000; 0.2999887;     41893.53;
   47.789;    45.211;     0.000; 0.2999908;     47553.10;
   47.211;    44.789;     0.000; 0.2999922;     51680.17;
   47.211;    44.211;     0.000; 0.2999934;     57328.09;
   47.789;    44.789;     0.000; 0.2999920;     51691.83;
   47.789;    44.211;     0.000; 0.2999933;     57339.50;
   47.211;    43.789;     0.000; 0.2999941;     61460.40;
   47.211;    43.211;     0.000; 0.2999948;     67102.15;
   47.789;    43.789;     0.000; 0.2999940;     61471.57;
   47.789;    43.211;     0.000; 0.2999947;     67112.93;
   47.211;    42.789;     0.000; 0.2999952;     71231.23;
   47.211;    42.211;     0.000; 0.2999955;     76870.34;
   47.789;    42.789;     0.000; 0.2999951;     71241.69;
   47.789;    42.211;     0.000; 0.2999955;     76880.33;
   47.211;    41.789;     0.000; 0.2999957;     80998.29;
   47.211;    41.211;     0.000; 0.2999958;     86636.94;
   47.789;    41.789;     0.000; 0.2999957;     81007.92;
   47.789;    41.211;     0.000; 0.2999958;     86646.07;
   47.211;    40.789;     0.000; 0.2999959;     90765.02;
   47.211;    40.211;     0.000; 0.2999959;     96404.49;
   47.789;    40.789;     0.000; 0.2999959;     90773.78;
   47.789;    40.211;     0.000; 0.2999959;     96412.75;
   47.211;    39.789;     0.000; 0.2999958;    100533.42;
   47.211;    39.211;     0.000; 0.2999957;    106174.41;
   47.789;    39.789;     0.000; 0.2999958;    100541.32;
   47.789;    39.211;     0.000; 0.2999957;    106181.82;
   47.211;    38.789;     0.000; 0.2999957;    110304.57;
   47.211;    38.211;     0.000; 0.2999955;    115947.39;
   47.789;    38.789;     0.000; 0.2999957;    110311.63;
   47.789;    38.211;     0.000; 0.2999955;    115953.99;
   47.211;    37.789;     0.000; 0.2999954;    120078.92;
   47.211;    37.211;     0.000; 0.2999953;    125723.67;
   47.789;    37.789;     0.000; 0.2999954;    120085.20;
   47.789;    37.211;     0.000; 0.2999952;    125729.53;
   47.211;    36.789;     0.000; 0.2999951;    129856.61;
   47.211;    36.211;     0.000; 0.2999949;    135503.25;
   47.789;    36.789;     0.000; 0.2999951;    129862.16;
   47.789;    36.211;     0.000; 0.2999949;    135508.40;
   47.211;    35.789;     0.000; 0.2999948;    139637.53;
   47.211;    35.211;     0.000; 0.2999946;    145285.94;
   47.789;    35.789;     0.000; 0.2999948;    139642.40;
   47.789;    35.211;     0.000; 0.2999946;    145290.44;
   47.211;    34.789;     0.000; 0.2999945;    149421.47;
   47.211;    34.211;     0.000; 0.2999943;    155071.51;
   47.789;    34.789;     0.000; 0.2999945;    149425.70;
   47.789;    34.211;     0.000; 0.2999943;    155075.40;
   47.211;    33.789;     0.000; 0.2999941;    159208.16;
   47.211;    33.211;     0.000; 0.2999939;    164859.66;
   47.789;    33.789;     0.000; 0.2999941;    159211.81;
   47.789;    33.211;     0.000; 0.2999939;    164862.99;
   47.211;    32.789;     0.000; 0.2999938;    168997.32;
   47.211;    32.211;     0.000; 0.2999936;    174650.10;
   47.789;    32.789;     0.000; 0.2999938;    169000.42;
   47.789;    32.211;     0.000; 0.2999936;    174652.90;
   47.211;    31.789;     0.000; 0.2999934;    178788.63;
   47.211;    31.211;     0.000; 0.2999932;    184442.53;
   47.789;    31.789;     0.000; 0.2999934;    178791.22;
   47.789;    31.211;     0.000; 0.2999932;    184444.84;
   47.211;    30.789;     0.000; 0.2999931;    188581.82;
   47.211;    30.211;     0.000; 0.2999929;    194236.67;
   47.789;    30.789;     0.000; 0.2999931;    188583.93;
   47.789;    30.211;     0.000; 0.2999929;    194238.51;
   47.211;    29.789;     0.000; 0.2999927;    198376.59;
   47.211;    29.211;     0.000; 0.2999925;    204032.23;
   47.789;    29.789;     0.000; 0.2999927;    198378.25;
   47.789;    29.211;     0.000; 0.2999925;    204033.65;
   47.211;    28.789;     0.000; 0.2999924;    208172.68;
   47.211;    28.211;     0.000; 0.2999922;    213828.96;
   47.789;    28.789;     0.000; 0.2999923;    208173.92;
   47.789;    28.211;     0.000; 0.2999921;    213829.97;
   47.211;    27.789;     0.000; 0.2999920;    217969.83;
   47.211;    27.211;     0.000; 0.2999918;    223626.61;
   47.789;    27.789;     0.000; 0.2999920;    217970.68;
   47.789;    27.211;     0.000; 0.2999918;    223627.24;
   47.211;    26.789;     0.000; 0.2999917;    227767.79;
   47.211;    26.211;     0.000; 0.2999914;    233424.93;
   47.789;    26.789;     0.000; 0.2999916;    227768.27;
   47.789;    26.211;     0.000; 0.2999914;    233425.21;
   47.211;    25.789;     0.000; 0.2999913;    237566.33;
   47.211;    25.211;     0.000; 0.2999911;    243223.70;
   47.789;    25.789;     0.000; 0.2999913;    237566.46;
   47.789;    25.211;     0.000; 0.2999911;    243223.64;
   48.211;    49.789;     0.000; 0.2999418;      2137.06;
   48.211;    49.211;     0.000; 0.2999540;      7975.61;
   48.789;    49.789;     0.000; 0.2999412;      2137.79;
   48.789;    49.211;     0.000; 0.2999535;      7978.35;
   48.211;    48.789;     0.000; 0.2999614;     12222.27;
   48.211;    48.211;     0.000; 0.2999696;     17985.83;
   48.789;    48.789;     0.000; 0.2999610;     12226.18;
   48.789;    48.211;     0.000; 0.2999693;     17990.93;
   48.211;    47.789;     0.000; 0.2999745;     22186.54;
   48.211;    47.211;     0.000; 0.2999799;     27899.56;
   48.789;    47.789;     0.000; 0.2999743;     22192.32;
   48.789;    47.211;     0.000; 0.2999797;     27905.97;
