x; y; z; voidRatio; porePressure;
   29.211;    47.211;     0.000; 0.3000181;     26838.28;
   29.789;    47.789;     0.000; 0.3000225;     21244.15;
   29.789;    47.211;     0.000; 0.3000170;     26865.32;
   29.211;    46.789;     0.000; 0.3000145;     30963.45;
   29.211;    46.211;     0.000; 0.3000107;     36614.59;
   29.789;    46.789;     0.000; 0.3000137;     30991.44;
   29.789;    46.211;     0.000; 0.3000100;     36643.01;
   29.211;    45.789;     0.000; 0.3000084;     40758.83;
   29.211;    45.211;     0.000; 0.3000059;     46429.98;
   29.789;    45.789;     0.000; 0.3000078;     40787.20;
   29.789;    45.211;     0.000; 0.3000055;     46457.75;
   29.211;    44.789;     0.000; 0.3000044;     50585.98;
   29.211;    44.211;     0.000; 0.3000028;     56269.26;
   29.789;    44.789;     0.000; 0.3000041;     50613.09;
   29.789;    44.211;     0.000; 0.3000026;     56295.16;
   29.211;    43.789;     0.000; 0.3000019;     60432.46;
   29.211;    43.211;     0.000; 0.3000010;     66123.24;
   29.789;    43.789;     0.000; 0.3000017;     60457.32;
   29.789;    43.211;     0.000; 0.3000008;     66146.49;
   29.211;    42.789;     0.000; 0.3000005;     70291.18;
   29.211;    42.211;     0.000; 0.3000001;     75987.45;
   29.789;    42.789;     0.000; 0.3000003;     70313.12;
   29.789;    42.211;     0.000; 0.2999999;     76007.41;
   29.211;    41.789;     0.000; 0.3000000;     80159.54;
   29.211;    41.211;     0.000; 0.3000001;     85861.66;
   29.789;    41.789;     0.000; 0.2999998;     80177.87;
   29.789;    41.211;     0.000; 0.2999998;     85877.51;
   29.211;    40.789;     0.000; 0.3000004;     90039.15;
   29.211;    40.211;     0.000; 0.3000011;     95750.14;
   29.789;    40.789;     0.000; 0.3000001;     90052.85;
   29.789;    40.211;     0.000; 0.3000007;     95760.46;
   29.211;    39.789;     0.000; 0.3000019;     99936.50;
   29.211;    39.211;     0.000; 0.3000035;    105662.85;
   29.789;    39.789;     0.000; 0.3000014;     99943.73;
   29.789;    39.211;     0.000; 0.3000029;    105665.01;
   29.211;    38.789;     0.000; 0.3000053;    109864.67;
   29.211;    38.211;     0.000; 0.3000083;    115617.91;
   29.789;    38.789;     0.000; 0.3000044;    109861.99;
   29.789;    38.211;     0.000; 0.3000071;    115607.04;
   29.211;    37.789;     0.000; 0.3000114;    119846.44;
   29.211;    37.211;     0.000; 0.3000168;    125645.78;
   29.789;    37.789;     0.000; 0.3000098;    119827.50;
   29.789;    37.211;     0.000; 0.3000147;    125612.96;
   29.211;    36.789;     0.000; 0.3000222;    129919.37;
   29.211;    36.211;     0.000; 0.3000314;    135795.70;
   29.789;    36.789;     0.000; 0.3000193;    129872.67;
   29.789;    36.211;     0.000; 0.3000275;    135724.96;
   29.211;    35.789;     0.000; 0.3000405;    140143.38;
   29.211;    35.211;     0.000; 0.3000558;    146145.13;
   29.789;    35.789;     0.000; 0.3000353;    140048.45;
   29.789;    35.211;     0.000; 0.3000488;    146008.18;
   29.211;    34.789;     0.000; 0.3000707;    150611.56;
   29.211;    34.211;     0.000; 0.3000957;    156812.33;
   29.789;    34.789;     0.000; 0.3000615;    150432.40;
   29.789;    34.211;     0.000; 0.3000832;    156559.88;
   29.211;    33.789;     0.000; 0.3001196;    161463.94;
   29.211;    33.211;     0.000; 0.3001595;    167971.62;
   29.789;    33.789;     0.000; 0.3001034;    161138.24;
   29.789;    33.211;     0.000; 0.3001373;    167519.08;
   29.211;    32.789;     0.000; 0.3001970;    172902.85;
   29.211;    32.211;     0.000; 0.3002590;    179867.53;
   29.789;    32.789;     0.000; 0.3001686;    172324.51;
   29.789;    32.211;     0.000; 0.3002202;    179072.36;
   29.211;    31.789;     0.000; 0.3003160;    185203.60;
   29.211;    31.211;     0.000; 0.3004096;    192817.34;
   29.789;    31.789;     0.000; 0.3002670;    184195.87;
   29.789;    31.211;     0.000; 0.3003428;    191445.74;
   29.211;    30.789;     0.000; 0.3004931;    198704.79;
   29.211;    30.211;     0.000; 0.3006285;    207175.86;
   29.789;    30.789;     0.000; 0.3004098;    196983.05;
   29.789;    30.211;     0.000; 0.3005157;    204861.39;
   29.211;    29.789;     0.000; 0.3007441;    213741.32;
   29.211;    29.211;     0.000; 0.3009288;    223207.39;
   29.789;    29.789;     0.000; 0.3006060;    210873.74;
   29.789;    29.211;     0.000; 0.3007438;    219421.45;
   29.211;    28.789;     0.000; 0.3010752;    230440.93;
   29.211;    28.211;     0.000; 0.3013007;    240737.23;
   29.789;    28.789;     0.000; 0.3008550;    225857.76;
   29.789;    28.211;     0.000; 0.3010168;    234894.37;
   29.211;    27.789;     0.000; 0.3014665;    248329.83;
   29.211;    27.211;     0.000; 0.3016955;    258776.90;
   29.789;    27.789;     0.000; 0.3011353;    241501.28;
   29.789;    27.211;     0.000; 0.3012969;    250515.07;
   29.211;    26.789;     0.000; 0.3018475;    266032.29;
   29.211;    26.211;     0.000; 0.3020231;    275407.32;
   29.789;    26.789;     0.000; 0.3013991;    256814.43;
   29.789;    26.211;     0.000; 0.3015239;    265010.82;
   29.211;    25.789;     0.000; 0.3021196;    281434.73;
   29.211;    25.211;     0.000; 0.3021823;    288526.87;
   29.789;    25.789;     0.000; 0.3015816;    270435.16;
   29.789;    25.211;     0.000; 0.3016286;    277058.36;
   30.211;    49.789;     0.000; 0.3000527;      2017.00;
   30.211;    49.211;     0.000; 0.3000411;      7527.53;
   30.789;    49.789;     0.000; 0.3000488;      2020.87;
   30.789;    49.211;     0.000; 0.3000381;      7541.99;
   30.211;    48.789;     0.000; 0.3000340;     11586.19;
   30.211;    48.211;     0.000; 0.3000262;     17164.14;
   30.789;    48.789;     0.000; 0.3000315;     11606.62;
   30.789;    48.211;     0.000; 0.3000242;     17190.26;
   30.211;    47.789;     0.000; 0.3000214;     21263.92;
   30.211;    47.211;     0.000; 0.3000161;     26886.81;
   30.789;    47.789;     0.000; 0.3000198;     21293.06;
   30.789;    47.211;     0.000; 0.3000149;     26918.47;
   30.211;    46.789;     0.000; 0.3000130;     31013.68;
   30.211;    46.211;     0.000; 0.3000095;     36665.62;
   30.789;    46.789;     0.000; 0.3000120;     31046.47;
   30.789;    46.211;     0.000; 0.3000087;     36698.95;
   30.211;    45.789;     0.000; 0.3000074;     40809.77;
   30.211;    45.211;     0.000; 0.3000051;     46479.85;
   30.789;    45.789;     0.000; 0.3000068;     40843.06;
   30.789;    45.211;     0.000; 0.3000047;     46512.49;
   30.211;    44.789;     0.000; 0.3000038;     50634.69;
   30.211;    44.211;     0.000; 0.3000023;     56315.81;
   30.789;    44.789;     0.000; 0.3000034;     50666.58;
   30.789;    44.211;     0.000; 0.3000020;     56346.32;
   30.211;    43.789;     0.000; 0.3000015;     60477.16;
   30.211;    43.211;     0.000; 0.3000006;     66165.07;
   30.789;    43.789;     0.000; 0.3000012;     60506.50;
   30.789;    43.211;     0.000; 0.3000004;     66192.57;
   30.211;    42.789;     0.000; 0.3000002;     70330.68;
   30.211;    42.211;     0.000; 0.2999998;     76023.43;
   30.789;    42.789;     0.000; 0.3000000;     70356.70;
   30.789;    42.211;     0.000; 0.2999996;     76047.24;
   30.211;    41.789;     0.000; 0.2999996;     80192.63;
   30.211;    41.211;     0.000; 0.2999996;     85890.36;
   30.789;    41.789;     0.000; 0.2999994;     80214.63;
   30.789;    41.211;     0.000; 0.2999994;     85909.64;
   30.211;    40.789;     0.000; 0.2999999;     90064.07;
   30.211;    40.211;     0.000; 0.3000004;     95769.13;
   30.789;    40.789;     0.000; 0.2999995;     90081.04;
   30.789;    40.211;     0.000; 0.3000000;     95782.49;
   30.211;    39.789;     0.000; 0.3000011;     99950.08;
   30.211;    39.211;     0.000; 0.3000024;    105667.60;
   30.789;    39.789;     0.000; 0.3000006;     99960.21;
   30.789;    39.211;     0.000; 0.3000017;    105672.50;
   30.211;    38.789;     0.000; 0.3000038;    109861.00;
   30.211;    38.211;     0.000; 0.3000062;    115600.06;
   30.789;    38.789;     0.000; 0.3000029;    109860.99;
   30.789;    38.211;     0.000; 0.3000050;    115591.86;
   30.211;    37.789;     0.000; 0.3000087;    119814.66;
   30.211;    37.211;     0.000; 0.3000130;    125590.10;
   30.789;    37.789;     0.000; 0.3000072;    119798.51;
   30.789;    37.211;     0.000; 0.3000109;    125560.44;
   30.211;    36.789;     0.000; 0.3000173;    129839.86;
   30.211;    36.211;     0.000; 0.3000246;    135674.99;
   30.789;    36.789;     0.000; 0.3000146;    129796.91;
   30.789;    36.211;     0.000; 0.3000208;    135609.23;
   30.211;    35.789;     0.000; 0.3000317;    139981.38;
   30.211;    35.211;     0.000; 0.3000437;    145911.53;
   30.789;    35.789;     0.000; 0.3000268;    139893.07;
   30.789;    35.211;     0.000; 0.3000370;    145784.44;
   30.211;    34.789;     0.000; 0.3000551;    150306.32;
   30.211;    34.211;     0.000; 0.3000742;    156382.98;
   30.789;    34.789;     0.000; 0.3000466;    150141.04;
   30.789;    34.211;     0.000; 0.3000626;    156152.12;
   30.211;    33.789;     0.000; 0.3000921;    160911.09;
   30.211;    33.211;     0.000; 0.3001218;    167205.46;
   30.789;    33.789;     0.000; 0.3000774;    160616.19;
   30.789;    33.211;     0.000; 0.3001018;    166801.17;
   30.211;    32.789;     0.000; 0.3001490;    171926.26;
   30.211;    32.211;     0.000; 0.3001938;    178529.37;
   30.789;    32.789;     0.000; 0.3001240;    171416.56;
   30.789;    32.211;     0.000; 0.3001600;    177841.07;
   30.211;    31.789;     0.000; 0.3002336;    183513.31;
   30.211;    31.211;     0.000; 0.3002984;    190526.59;
   30.789;    31.789;     0.000; 0.3001920;    182656.24;
   30.789;    31.211;     0.000; 0.3002426;    189387.02;
   30.211;    30.789;     0.000; 0.3003539;    195840.82;
   30.211;    30.211;     0.000; 0.3004428;    203346.30;
   30.789;    30.789;     0.000; 0.3002863;    194441.94;
   30.789;    30.211;     0.000; 0.3003537;    201521.45;
   30.211;    29.789;     0.000; 0.3005155;    209019.70;
   30.211;    29.211;     0.000; 0.3006280;    217014.26;
   30.789;    29.789;     0.000; 0.3004094;    206821.94;
   30.789;    29.211;     0.000; 0.3004924;    214223.62;
   30.211;    28.789;     0.000; 0.3007151;    222981.38;
   30.211;    28.211;     0.000; 0.3008423;    231289.31;
   30.789;    28.789;     0.000; 0.3005567;    219706.14;
   30.789;    28.211;     0.000; 0.3006485;    227282.96;
   30.211;    27.789;     0.000; 0.3009338;    237336.79;
   30.211;    27.211;     0.000; 0.3010558;    245550.89;
   30.789;    27.789;     0.000; 0.3007132;    232787.77;
   30.789;    27.211;     0.000; 0.3008003;    240250.35;
   30.211;    26.789;     0.000; 0.3011352;    251321.84;
   30.211;    26.211;     0.000; 0.3012237;    258874.26;
   30.789;    26.789;     0.000; 0.3008535;    245533.67;
   30.789;    26.211;     0.000; 0.3009171;    252505.37;
   30.211;    25.789;     0.000; 0.3012707;    263970.59;
   30.211;    25.211;     0.000; 0.3013034;    270341.60;
   30.789;    25.789;     0.000; 0.3009473;    257308.60;
   30.789;    25.211;     0.000; 0.3009707;    263459.55;
   31.211;    49.789;     0.000; 0.3000457;      2023.88;
   31.211;    49.211;     0.000; 0.3000357;      7553.21;
   31.789;    49.789;     0.000; 0.3000414;      2028.21;
   31.789;    49.211;     0.000; 0.3000323;      7569.39;
   31.211;    48.789;     0.000; 0.3000295;     11622.46;
   31.211;    48.211;     0.000; 0.3000227;     17210.53;
   31.789;    48.789;     0.000; 0.3000267;     11645.32;
   31.789;    48.211;     0.000; 0.3000205;     17239.80;
   31.211;    47.789;     0.000; 0.3000185;     21315.68;
   31.211;    47.211;     0.000; 0.3000139;     26943.08;
   31.789;    47.789;     0.000; 0.3000167;     21348.35;
   31.789;    47.211;     0.000; 0.3000126;     26978.63;
   31.211;    46.789;     0.000; 0.3000112;     31071.96;
   31.211;    46.211;     0.000; 0.3000081;     36724.88;
   31.789;    46.789;     0.000; 0.3000100;     31108.80;
   31.789;    46.211;     0.000; 0.3000073;     36762.38;
   31.211;    45.789;     0.000; 0.3000063;     40868.97;
   31.211;    45.211;     0.000; 0.3000043;     46537.90;
   31.789;    45.789;     0.000; 0.3000056;     40906.45;
   31.789;    45.211;     0.000; 0.3000037;     46574.69;
   31.211;    44.789;     0.000; 0.3000031;     50691.42;
   31.211;    44.211;     0.000; 0.3000018;     56370.11;
   31.789;    44.789;     0.000; 0.3000026;     50727.41;
   31.789;    44.211;     0.000; 0.3000014;     56404.61;
   31.211;    43.789;     0.000; 0.3000010;     60529.39;
   31.211;    43.211;     0.000; 0.3000002;     66214.07;
   31.789;    43.789;     0.000; 0.3000007;     60562.61;
   31.789;    43.211;     0.000; 0.3000000;     66245.30;
   31.211;    42.789;     0.000; 0.2999998;     70377.07;
   31.211;    42.211;     0.000; 0.2999994;     76065.93;
   31.789;    42.789;     0.000; 0.2999996;     70406.70;
   31.789;    42.211;     0.000; 0.2999992;     76093.18;
   31.211;    41.789;     0.000; 0.2999992;     80231.96;
   31.211;    41.211;     0.000; 0.2999992;     85924.93;
   31.789;    41.789;     0.000; 0.2999990;     80257.31;
   31.789;    41.211;     0.000; 0.2999990;     85947.43;
   31.211;    40.789;     0.000; 0.2999993;     90094.61;
   31.211;    40.211;     0.000; 0.2999997;     95793.41;
   31.789;    40.789;     0.000; 0.2999990;     90114.73;
   31.789;    40.211;     0.000; 0.2999993;     95809.88;
   31.211;    39.789;     0.000; 0.3000002;     99968.78;
   31.211;    39.211;     0.000; 0.3000012;    105677.30;
   31.789;    39.789;     0.000; 0.2999998;     99982.06;
   31.789;    39.211;     0.000; 0.3000006;    105685.49;
   31.211;    38.789;     0.000; 0.3000023;    109862.27;
   31.211;    38.211;     0.000; 0.3000042;    115587.32;
   31.789;    38.789;     0.000; 0.3000015;    109865.79;
   31.789;    38.211;     0.000; 0.3000031;    115583.15;
   31.211;    37.789;     0.000; 0.3000061;    119788.40;
   31.211;    37.211;     0.000; 0.3000094;    125540.90;
   31.789;    37.789;     0.000; 0.3000047;    119776.92;
   31.789;    37.211;     0.000; 0.3000075;    125517.15;
   31.211;    36.789;     0.000; 0.3000127;    129768.17;
   31.211;    36.211;     0.000; 0.3000182;    135564.78;
   31.789;    36.789;     0.000; 0.3000102;    129732.58;
   31.789;    36.211;     0.000; 0.3000148;    135509.11;
   31.211;    35.789;     0.000; 0.3000235;    139833.25;
   31.211;    35.211;     0.000; 0.3000324;    145698.32;
   31.789;    35.789;     0.000; 0.3000192;    139758.13;
   31.789;    35.211;     0.000; 0.3000265;    145590.12;
   31.211;    34.789;     0.000; 0.3000407;    150029.26;
   31.211;    34.211;     0.000; 0.3000547;    155996.57;
   31.789;    34.789;     0.000; 0.3000334;    149889.18;
   31.789;    34.211;     0.000; 0.3000447;    155802.45;
   31.211;    33.789;     0.000; 0.3000674;    160418.35;
   31.211;    33.211;     0.000; 0.3000885;    166531.59;
   31.789;    33.789;     0.000; 0.3000551;    160172.76;
   31.789;    33.211;     0.000; 0.3000719;    166199.39;
   31.211;    32.789;     0.000; 0.3001073;    171078.74;
   31.211;    32.211;     0.000; 0.3001379;    177388.53;
   31.789;    32.789;     0.000; 0.3000869;    170665.48;
   31.789;    32.211;     0.000; 0.3001108;    176840.45;
   31.211;    31.789;     0.000; 0.3001644;    182096.90;
   31.211;    31.211;     0.000; 0.3002070;    188650.61;
   31.789;    31.789;     0.000; 0.3001317;    181425.81;
   31.789;    31.211;     0.000; 0.3001642;    187778.29;
   31.211;    30.789;     0.000; 0.3002424;    193545.80;
   31.211;    30.211;     0.000; 0.3002980;    200365.96;
   31.789;    30.789;     0.000; 0.3001916;    192496.38;
   31.789;    30.211;     0.000; 0.3002330;    199033.95;
   31.211;    29.789;     0.000; 0.3003422;    205443.31;
   31.211;    29.211;     0.000; 0.3004088;    212494.71;
   31.789;    29.789;     0.000; 0.3002662;    203874.59;
   31.789;    29.211;     0.000; 0.3003150;    210561.89;
   31.211;    28.789;     0.000; 0.3004592;    217695.33;
   31.211;    28.211;     0.000; 0.3005305;    224852.28;
   31.789;    28.789;     0.000; 0.3003516;    215476.96;
   31.789;    28.211;     0.000; 0.3004032;    222217.88;
   31.211;    27.789;     0.000; 0.3005812;    230048.91;
   31.211;    27.211;     0.000; 0.3006462;    237089.41;
   31.789;    27.789;     0.000; 0.3004386;    227115.23;
   31.789;    27.211;     0.000; 0.3004856;    233754.11;
   31.211;    26.789;     0.000; 0.3006885;    242100.73;
   31.211;    26.211;     0.000; 0.3007345;    248751.41;
   31.789;    26.789;     0.000; 0.3005139;    238509.96;
   31.789;    26.211;     0.000; 0.3005472;    244864.29;
   31.211;    25.789;     0.000; 0.3007587;    253392.88;
   31.211;    25.211;     0.000; 0.3007752;    259422.93;
   31.789;    25.789;     0.000; 0.3005629;    249356.93;
   31.789;    25.211;     0.000; 0.3005749;    255276.73;
   32.211;    49.789;     0.000; 0.3000381;      2031.52;
   32.211;    49.211;     0.000; 0.3000297;      7581.72;
   32.789;    49.789;     0.000; 0.3000335;      2036.21;
   32.789;    49.211;     0.000; 0.3000261;      7599.24;
   32.211;    48.789;     0.000; 0.3000246;     11662.75;
   32.211;    48.211;     0.000; 0.3000189;     17262.14;
   32.789;    48.789;     0.000; 0.3000216;     11687.52;
   32.789;    48.211;     0.000; 0.3000166;     17293.89;
   32.211;    47.789;     0.000; 0.3000154;     21373.29;
   32.211;    47.211;     0.000; 0.3000115;     27005.78;
   32.789;    47.789;     0.000; 0.3000135;     21408.76;
   32.789;    47.211;     0.000; 0.3000100;     27044.43;
   32.211;    46.789;     0.000; 0.3000092;     31136.96;
   32.211;    46.211;     0.000; 0.3000066;     36791.06;
   32.789;    46.789;     0.000; 0.3000080;     31177.05;
   32.789;    46.211;     0.000; 0.3000057;     36831.91;
   32.211;    45.789;     0.000; 0.3000050;     40935.13;
   32.211;    45.211;     0.000; 0.3000033;     46602.86;
   32.789;    45.789;     0.000; 0.3000043;     40976.01;
   32.789;    45.211;     0.000; 0.3000027;     46643.03;
   32.211;    44.789;     0.000; 0.3000023;     50754.98;
   32.211;    44.211;     0.000; 0.3000012;     56431.06;
   32.789;    44.789;     0.000; 0.3000018;     50794.32;
   32.789;    44.211;     0.000; 0.3000008;     56468.83;
   32.211;    43.789;     0.000; 0.3000005;     60588.11;
   32.211;    43.211;     0.000; 0.2999998;     66269.30;
   32.789;    43.789;     0.000; 0.3000002;     60624.54;
   32.789;    43.211;     0.000; 0.2999995;     66303.65;
   32.211;    42.789;     0.000; 0.2999994;     70429.51;
   32.211;    42.211;     0.000; 0.2999990;     76114.22;
   32.789;    42.789;     0.000; 0.2999992;     70462.20;
   32.789;    42.211;     0.000; 0.2999988;     76144.45;
   32.211;    41.789;     0.000; 0.2999989;     80276.93;
   32.211;    41.211;     0.000; 0.2999988;     85964.95;
   32.789;    41.789;     0.000; 0.2999986;     80305.20;
   32.789;    41.211;     0.000; 0.2999985;     85990.34;
   32.211;    40.789;     0.000; 0.2999988;     90130.52;
   32.211;    40.211;     0.000; 0.2999991;     95823.04;
   32.789;    40.789;     0.000; 0.2999985;     90153.56;
   32.789;    40.211;     0.000; 0.2999987;     95842.53;
   32.211;    39.789;     0.000; 0.2999994;     99992.94;
   32.211;    39.211;     0.000; 0.3000001;    105692.77;
   32.789;    39.789;     0.000; 0.2999990;    100009.38;
   32.789;    39.211;     0.000; 0.2999996;    105704.47;
   32.211;    38.789;     0.000; 0.3000009;    109869.80;
   32.211;    38.211;     0.000; 0.3000023;    115581.82;
   32.789;    38.789;     0.000; 0.3000002;    109877.24;
   32.789;    38.211;     0.000; 0.3000013;    115582.39;
   32.211;    37.789;     0.000; 0.3000037;    119770.59;
   32.211;    37.211;     0.000; 0.3000061;    125502.47;
   32.789;    37.789;     0.000; 0.3000025;    119764.78;
   32.789;    37.211;     0.000; 0.3000045;    125486.12;
   32.211;    36.789;     0.000; 0.3000085;    129709.92;
   32.211;    36.211;     0.000; 0.3000125;    135473.01;
   32.789;    36.789;     0.000; 0.3000064;    129683.61;
   32.789;    36.211;     0.000; 0.3000096;    135430.05;
   32.211;    35.789;     0.000; 0.3000163;    139709.13;
   32.211;    35.211;     0.000; 0.3000226;    145519.32;
   32.789;    35.789;     0.000; 0.3000127;    139650.38;
   32.789;    35.211;     0.000; 0.3000178;    145434.10;
   32.211;    34.789;     0.000; 0.3000285;    149797.58;
   32.211;    34.211;     0.000; 0.3000382;    155675.82;
   32.789;    34.789;     0.000; 0.3000225;    149687.42;
   32.789;    34.211;     0.000; 0.3000302;    155523.97;
   32.211;    33.789;     0.000; 0.3000469;    160013.11;
   32.211;    33.211;     0.000; 0.3000612;    165984.56;
   32.789;    33.789;     0.000; 0.3000371;    159822.53;
   32.789;    33.211;     0.000; 0.3000482;    165729.84;
   32.211;    32.789;     0.000; 0.3000736;    170399.63;
   32.211;    32.211;     0.000; 0.3000937;    176490.35;
   32.789;    32.789;     0.000; 0.3000580;    170086.55;
   32.789;    32.211;     0.000; 0.3000734;    176081.97;
   32.211;    31.789;     0.000; 0.3001107;    180999.85;
   32.211;    31.211;     0.000; 0.3001375;    187229.31;
   32.789;    31.789;     0.000; 0.3000865;    180507.21;
   32.789;    31.211;     0.000; 0.3001067;    186601.79;
   32.211;    30.789;     0.000; 0.3001594;    191840.56;
   32.211;    30.211;     0.000; 0.3001930;    198209.27;
   32.789;    30.789;     0.000; 0.3001233;    191098.25;
   32.789;    30.211;     0.000; 0.3001480;    197288.22;
   32.211;    29.789;     0.000; 0.3002193;    202910.24;
   32.211;    29.211;     0.000; 0.3002578;    209384.81;
   32.789;    29.789;     0.000; 0.3001674;    201844.30;
   32.789;    29.211;     0.000; 0.3001956;    208101.78;
   32.211;    28.789;     0.000; 0.3002867;    214134.79;
   32.211;    28.211;     0.000; 0.3003263;    220637.42;
   32.789;    28.789;     0.000; 0.3002162;    212686.29;
   32.789;    28.211;     0.000; 0.3002450;    218953.93;
   32.211;    27.789;     0.000; 0.3003543;    225364.68;
   32.211;    27.211;     0.000; 0.3003894;    231777.16;
   32.789;    27.789;     0.000; 0.3002643;    223515.78;
   32.789;    27.211;     0.000; 0.3002898;    229711.33;
   32.211;    26.789;     0.000; 0.3004119;    236389.64;
   32.211;    26.211;     0.000; 0.3004361;    242578.67;
   32.789;    26.789;     0.000; 0.3003049;    234187.58;
   32.789;    26.211;     0.000; 0.3003225;    240221.37;
   32.211;    25.789;     0.000; 0.3004488;    246988.40;
   32.211;    25.211;     0.000; 0.3004573;    252846.96;
   32.789;    25.789;     0.000; 0.3003307;    244553.40;
   32.789;    25.211;     0.000; 0.3003369;    250354.91;
   33.211;    49.789;     0.000; 0.3000300;      2039.74;
   33.211;    49.211;     0.000; 0.3000234;      7612.41;
   33.789;    49.789;     0.000; 0.3000252;      2044.69;
   33.789;    49.211;     0.000; 0.3000196;      7630.88;
   33.211;    48.789;     0.000; 0.3000193;     11706.15;
   33.211;    48.211;     0.000; 0.3000148;     17317.79;
   33.789;    48.789;     0.000; 0.3000162;     11732.28;
   33.789;    48.211;     0.000; 0.3000124;     17351.34;
   33.211;    47.789;     0.000; 0.3000120;     21435.48;
   33.211;    47.211;     0.000; 0.3000089;     27073.55;
   33.789;    47.789;     0.000; 0.3000100;     21472.99;
   33.789;    47.211;     0.000; 0.3000074;     27114.47;
   33.211;    46.789;     0.000; 0.3000070;     31207.27;
   33.211;    46.211;     0.000; 0.3000050;     36862.73;
   33.789;    46.789;     0.000; 0.3000058;     31249.76;
   33.789;    46.211;     0.000; 0.3000040;     36906.09;
   33.211;    45.789;     0.000; 0.3000037;     41006.86;
   33.211;    45.211;     0.000; 0.3000023;     46673.38;
   33.789;    45.789;     0.000; 0.3000029;     41050.29;
   33.789;    45.211;     0.000; 0.3000017;     46716.12;
   33.211;    44.789;     0.000; 0.3000014;     50824.06;
   33.211;    44.211;     0.000; 0.3000005;     56497.41;
   33.789;    44.789;     0.000; 0.3000009;     50865.97;
   33.789;    44.211;     0.000; 0.3000001;     56537.72;
   33.211;    43.789;     0.000; 0.2999999;     60652.14;
   33.211;    43.211;     0.000; 0.2999993;     66329.70;
   33.789;    43.789;     0.000; 0.2999996;     60691.08;
   33.789;    43.211;     0.000; 0.2999991;     66366.52;
   33.211;    42.789;     0.000; 0.2999990;     70487.02;
   33.211;    42.211;     0.000; 0.2999986;     76167.46;
   33.789;    42.789;     0.000; 0.2999988;     70522.15;
   33.789;    42.211;     0.000; 0.2999984;     76200.10;
   33.211;    41.789;     0.000; 0.2999985;     80326.78;
   33.211;    41.211;     0.000; 0.2999983;     86009.83;
   33.789;    41.789;     0.000; 0.2999983;     80357.47;
   33.789;    41.211;     0.000; 0.2999981;     86037.68;
   33.211;    40.789;     0.000; 0.2999984;     90171.35;
   33.211;    40.211;     0.000; 0.2999985;     95857.79;
   33.789;    40.789;     0.000; 0.2999981;     90196.93;
   33.789;    40.211;     0.000; 0.2999982;     95880.00;
   33.211;    39.789;     0.000; 0.2999987;    100022.50;
   33.211;    39.211;     0.000; 0.2999992;    105714.27;
   33.789;    39.789;     0.000; 0.2999983;    100041.90;
   33.789;    39.211;     0.000; 0.2999987;    105729.37;
   33.211;    38.789;     0.000; 0.2999997;    109884.12;
   33.211;    38.211;     0.000; 0.3000007;    115584.58;
   33.789;    38.789;     0.000; 0.2999991;    109895.47;
   33.789;    38.211;     0.000; 0.2999999;    115589.99;
   33.211;    37.789;     0.000; 0.3000016;    119762.67;
   33.211;    37.211;     0.000; 0.3000033;    125476.97;
   33.789;    37.789;     0.000; 0.3000006;    119762.73;
   33.789;    37.211;     0.000; 0.3000020;    125468.34;
   33.211;    36.789;     0.000; 0.3000050;    129667.89;
   33.211;    36.211;     0.000; 0.3000078;    135403.41;
   33.789;    36.789;     0.000; 0.3000033;    129651.26;
   33.789;    36.211;     0.000; 0.3000055;    135373.60;
   33.211;    35.789;     0.000; 0.3000103;    139613.50;
   33.211;    35.211;     0.000; 0.3000147;    145380.16;
   33.789;    35.789;     0.000; 0.3000075;    139571.49;
   33.789;    35.211;     0.000; 0.3000109;    145318.00;
   33.211;    34.789;     0.000; 0.3000186;    149617.55;
   33.211;    34.211;     0.000; 0.3000251;    155427.68;
   33.789;    34.789;     0.000; 0.3000140;    149536.85;
   33.789;    34.211;     0.000; 0.3000190;    155316.46;
   33.211;    33.789;     0.000; 0.3000308;    159701.93;
   33.211;    33.211;     0.000; 0.3000401;    165569.26;
   33.789;    33.789;     0.000; 0.3000235;    159563.03;
   33.789;    33.211;     0.000; 0.3000306;    165385.27;
   33.211;    32.789;     0.000; 0.3000481;    169889.97;
   33.211;    32.211;     0.000; 0.3000608;    175827.02;
   33.789;    32.789;     0.000; 0.3000368;    169665.99;
   33.789;    32.211;     0.000; 0.3000463;    175538.90;
   33.211;    31.789;     0.000; 0.3000713;    180201.23;
   33.211;    31.211;     0.000; 0.3000877;    186214.72;
   33.789;    31.789;     0.000; 0.3000543;    179857.90;
   33.789;    31.211;     0.000; 0.3000665;    185784.72;
   33.211;    30.789;     0.000; 0.3001009;    190642.87;
   33.211;    30.211;     0.000; 0.3001207;    196727.33;
   33.789;    30.789;     0.000; 0.3000763;    190141.06;
   33.789;    30.211;     0.000; 0.3000908;    196115.99;
   33.211;    29.789;     0.000; 0.3001360;    201198.68;
   33.211;    29.211;     0.000; 0.3001580;    207330.17;
   33.789;    29.789;     0.000; 0.3001019;    200500.73;
   33.789;    29.211;     0.000; 0.3001179;    206505.12;
   33.211;    28.789;     0.000; 0.3001743;    211819.39;
   33.211;    28.211;     0.000; 0.3001962;    217952.67;
   33.789;    28.789;     0.000; 0.3001294;    210899.47;
   33.789;    28.211;     0.000; 0.3001453;    216900.65;
   33.211;    27.789;     0.000; 0.3002116;    222420.45;
   33.211;    27.211;     0.000; 0.3002304;    228493.39;
   33.789;    27.789;     0.000; 0.3001558;    221276.87;
